date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:52:19	5599/5599	---M--	200	added ('OK')	text/css	etag:%222239303d6f05be6b812d727760b745c9%22	https://storage.googleapis.com/s.mysch.id/themes/academy/css/magnific-popup.css	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/css/magnific-popup.css	(from https://storage.googleapis.com/s.mysch.id/themes/academy/style.css)
22:52:19	31000/31000	---M--	200	added ('OK')	text/css	etag:%22269550530cc127b6aa5a35925a7de6ce%22	https://storage.googleapis.com/s.mysch.id/themes/academy/css/font-awesome.min.css	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/css/font-awesome.min.css	(from https://storage.googleapis.com/s.mysch.id/themes/academy/style.css)
22:52:20	2619/2619	---M--	200	added ('OK')	text/css	etag:%227acca75d24fc09413d6432921173cffa%22	https://storage.googleapis.com/s.mysch.id/themes/academy/css/custom-icon.css	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/css/custom-icon.css	(from https://storage.googleapis.com/s.mysch.id/themes/academy/style.css)
22:52:22	22814/22814	---M--	200	added ('OK')	text/css	etag:%22dcc47c7a25aa48811b62b14d11394b49%22	https://storage.googleapis.com/s.mysch.id/themes/academy/css/classy-nav.min.css	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/css/classy-nav.min.css	(from https://storage.googleapis.com/s.mysch.id/themes/academy/style.css)
22:52:22	19484/19484	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Nov%202022%2015:52:15%20GMT	http://smp274.mysch.id/galeri/	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/smp274.mysch.id/galeri/index.html	(from http://smp274.mysch.id/galeri)
22:52:23	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Nov%202022%2015:52:16%20GMT	http://smp274.mysch.id/popper.js	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/smp274.mysch.id/popper.29.delayed	(from https://storage.googleapis.com/s.mysch.id/themes/academy/js/bootstrap/bootstrap.min.js)
22:52:23	16662/16662	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Nov%202022%2015:52:16%20GMT	http://smp274.mysch.id/kontak/	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/smp274.mysch.id/kontak/index.html	(from http://smp274.mysch.id/kontak)
22:52:24	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Nov%202022%2015:52:17%20GMT	http://smp274.mysch.id/youtu.be/	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/smp274.mysch.id/youtu.be/index.html	(from https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/jquery.prettyPhoto.js)
22:52:25	221865/221865	---M--	200	added ('OK')	image/jpeg	etag:%222aa5d3b0fdb1a96b8502310216cb4cc9%22	https://storage.googleapis.com/s2.mysch.id/themes/academy/img/bg-img/breadcumb.jpg	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s2.mysch.id/themes/academy/img/bg-img/breadcumb.jpg	(from http://smp274.mysch.id/galeri)
22:52:26	4099/4099	---M--	200	added ('OK')	image/png	etag:%2245b32c620cfb4a677f9b8c4360a8d3c4%22	https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/sprite.png	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/sprite.png	(from https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/prettyPhoto.css)
22:52:29	298/298	---M--	403	error ('Forbidden')	application/xml	date:Fri,%2018%20Nov%202022%2015:52:21%20GMT	https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/btnNext.png	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/btnNext.2b.delayed	(from https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/prettyPhoto.css)
22:52:30	298/298	---M--	403	error ('Forbidden')	application/xml	date:Fri,%2018%20Nov%202022%2015:52:23%20GMT	https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/btnPrevious.png	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/btnPrevious.2c.delayed	(from https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/prettyPhoto.css)
22:52:30	298/298	---M--	403	error ('Forbidden')	application/xml	date:Fri,%2018%20Nov%202022%2015:52:23%20GMT	https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/loader.gif	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/loader.2d.delayed	(from https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/prettyPhoto.css)
22:52:31	298/298	---M--	403	error ('Forbidden')	application/xml	date:Fri,%2018%20Nov%202022%2015:52:24%20GMT	https://storage.googleapis.com/s.mysch.id/themes/academy/default/images/prettyPhoto/facebook/default_thumbnail.gif	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/default/images/prettyPhoto/facebook/default_thumbnail.2e.del	(from https://storage.googleapis.com/s.mysch.id/themes/academy/default/prettyphoto/prettyPhoto.css)
22:52:31	298/298	---M--	403	error ('Forbidden')	application/xml	date:Fri,%2018%20Nov%202022%2015:52:24%20GMT	https://storage.googleapis.com/s.mysch.id/themes/academy/css/owl.video.play.png	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/css/owl.video.play.2f.delayed	(from https://storage.googleapis.com/s.mysch.id/themes/academy/css/owl.carousel.min.css)
22:52:31	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%22674f50d287a8c48dc19ba404d20fe713%22	https://storage.googleapis.com/s.mysch.id/themes/academy/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/fonts/fontawesome-webfont3e6e.eot	(from https://storage.googleapis.com/s.mysch.id/themes/academy/css/font-awesome.min.css)
22:52:33	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%22674f50d287a8c48dc19ba404d20fe713%22	https://storage.googleapis.com/s.mysch.id/themes/academy/fonts/fontawesome-webfont.eot?	C:/Users/Relin/Downloads/Tugas%20salwa%20carelina%20maybrella-struktur%20pert5%20Pemograman%20web%201-%20201011401674/Pert%2013%20web%201/websekolah/storage.googleapis.com/s.mysch.id/themes/academy/fonts/fontawesome-webfontd41d.eot	(from https://storage.googleapis.com/s.mysch.id/themes/academy/css/font-awesome.min.css)
